UBIGEO,DISTRITO,PROVINCIA,DEPARTAMENTO,NOMBRE LOCAL,INSTALACION DEPORTIVA,TIPO INSTALACION,TIPO AP,ESPACIOS DEPORTIVOS,DISCIPLINAS DEPORTIVAS,FUNCIONAMIENTO,PLANIFICADA PARA INTERVENCIÓN,COORDENADAS X,COORDENADAS Y,CRITERIO TECNICO,PROBLEMAS ESTRUCTURALES,RIESGO DE COLAPSO,NO CORRESPONDE A MANTENIMIENTO,ESPACIOS DEPORTIVOS INADECUADOS,REQUIIERE REEMPLAZO,EDIFICACION INADECUADA,MOTIVO,ESTADO CONSERVACIÓN BLOQUE,ESTADO SITUACIONAL,ESPACIOS COMPLEMENTARIOS,INSTALACIONES DEPORTIVAS,CONDICION DEL BIEN,ADM,NOMBRE PREDIO,TIPO DEL BIEN,USO GENERICO,USO ESPECIFICO,DIRECCION,AREA (M2),TIPO DOCUMENTO REGISTRAL,NÚMERO DOCUMENTO REGISTRAL,CONDICION SANEAMIENTO,TIPO  CARGAS,BASE,DIRECCION PREDIO,NOMBRE EDIFICACION,TIPO INFRAESTRUCTURA,AREA M2,PROPIETARIO,ADMINISTRACION,PARTIDA ELECTRONICA,SANEADO,CONVENIO,CLASIFICA PREDIO CONVENIO,ENTIDAD,ESTADO CONVENIO,TIPO PREDIO,DESCRIPCION,ESTADO PREDIO,FVEN ITSE,ESTADO ITSE,PROGRAMA LA ACADEMIA,BASE2,DIRECCION PREDIO2,NOMBRE EDIFICACION2,PRIORIZADA,TIPO,RESPONSABLE,ESPECIALIDAD,NRO APOYO,AREA,ITSE,FECHA LIMITE,PROGRAMA LA ACADEMIA2,ESPECTADORES,DEPORTES,ESTADO INFRAESTRUCTURA,MTTO,OBSERVACIONES,DIAGNOSTICO,AÑO,PROY.,CODIGO UNICO IDEA,SNIP
061112,TONGOD,SAN MIGUEL,CAJAMARCA,TERRENO CAMPO DEPORTIVO TONGOD,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,CAMPO DEPORTIVO DE FUTBOL,,NO,,"-78,82618","-6,754045",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO TONGOD,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,AV. STA CRUZ Y JR. AMAZONAS,18600,PARTIDA ELECTRÓNICA,11080074,SI,NO TIENE,UCR,CASERIO DE TONGOD,TERRENO CAMPO DEPORTIVO TONGOD ALTO,TERRENO,3600,IPD,IPD,11074682,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
061112,TONGOD,SAN MIGUEL,CAJAMARCA,TERRENO CAMPO DEPORTIVO TONGOD,Cargando...,OTROS,NO DEFINIDO,CAMPO DEPORTIVO DE FUTBOL,,NO,,"-78,82618","-6,754045",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO TONGOD ALTO,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CASERIO DE TONGOD ALTO,3600,PARTIDA ELECTRÓNICA,11074682,SI,NO TIENE,UCR,AV. STA CRUZ Y JR. AMAZONAS,TERRENO CAMPO DEPORTIVO TONGOD,TERRENO,18600,IPD,IPD,11080074,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
061112,TONGOD,SAN MIGUEL,CAJAMARCA,TERRENO CAMPO DEPORTIVO TONGOD,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,CAMPO DEPORTIVO DE FUTBOL,,NO,,"-78,82618","-6,754045",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO TONGOD ALTO,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CASERIO DE TONGOD ALTO,3600,PARTIDA ELECTRÓNICA,11074682,SI,NO TIENE,UCR,CASERIO DE TONGOD,TERRENO CAMPO DEPORTIVO TONGOD ALTO,TERRENO,3600,IPD,IPD,11074682,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
061112,TONGOD,SAN MIGUEL,CAJAMARCA,TERRENO CAMPO DEPORTIVO TONGOD ALTO,Cargando...,OTROS,NO DEFINIDO,NO TIENE,,NO,,"-78,80765","-6,783848",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO TONGOD ALTO,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CASERIO DE TONGOD ALTO,3600,PARTIDA ELECTRÓNICA,11074682,SI,NO TIENE,UCR,CASERIO DE TONGOD,TERRENO CAMPO DEPORTIVO TONGOD ALTO,TERRENO,3600,IPD,IPD,11074682,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
061112,TONGOD,SAN MIGUEL,CAJAMARCA,TERRENO CAMPO DEPORTIVO TONGOD ALTO,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,NO TIENE,,NO,,"-78,80765","-6,783848",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO TONGOD ALTO,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CASERIO DE TONGOD ALTO,3600,PARTIDA ELECTRÓNICA,11074682,SI,NO TIENE,UCR,AV. STA CRUZ Y JR. AMAZONAS,TERRENO CAMPO DEPORTIVO TONGOD,TERRENO,18600,IPD,IPD,11080074,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
061112,TONGOD,SAN MIGUEL,CAJAMARCA,TERRENO CAMPO DEPORTIVO TONGOD ALTO,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,NO TIENE,,NO,,"-78,80765","-6,783848",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO TONGOD,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,AV. STA CRUZ Y JR. AMAZONAS,18600,PARTIDA ELECTRÓNICA,11080074,SI,NO TIENE,UCR,CASERIO DE TONGOD,TERRENO CAMPO DEPORTIVO TONGOD ALTO,TERRENO,3600,IPD,IPD,11074682,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
061112,TONGOD,SAN MIGUEL,CAJAMARCA,TERRENO CAMPO DEPORTIVO TONGOD ALTO,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,NO TIENE,,NO,,"-78,80765","-6,783848",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO TONGOD,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,AV. STA CRUZ Y JR. AMAZONAS,18600,PARTIDA ELECTRÓNICA,11080074,SI,NO TIENE,UCR,AV. STA CRUZ Y JR. AMAZONAS,TERRENO CAMPO DEPORTIVO TONGOD,TERRENO,18600,IPD,IPD,11080074,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
061112,TONGOD,SAN MIGUEL,CAJAMARCA,TERRENO PARA LOSA DEPORTIVA TONGOD,Cargando...,OTROS,NO DEFINIDO,NO TIENE,,NO,,"-78,824935","-6,757743",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA LOSA DEPORTIVA TONGOD,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CALLE SUCRE S/N,936,PARTIDA ELECTRÓNICA,11074683,SI,NO TIENE,UCR,CALLE SUCRE S/N,TERRENO PARA LOSA DEPORTIVA TONGOD,TERRENO,936,IPD,IPD,11074683,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
021208,SANTA CRUZ,SANTA CRUZ,CAJAMARCA,TERRENO CAMPO DEPORTIVO SECTOR COTELL - SANTA CRUZ,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,CAMPO MENOR DE FULBITO DE TIERRA,FULBITO,NO,,"-78,948587","-6,616725",,,,,,,,,,,,ABIERTO SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO SECTOR COTELL - SANTA CRUZ,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"AV. CAMPOS DEPORTIVO, SECTOR COTELL, CASERIO SAN ROQUE",50050,PARTIDA ELECTRÓNICA,11043605,SI,NO TIENE,UCR,"SECTOR COTELL, CASERIO SAN ROQUE",TERRENO CAMPO DEPORTIVO SECTOR COTELL - SANTA CRUZ,TERRENO,50050,IPD,IPD,11043605,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
080301,ANTA,ACOBAMBA,HUANCAVELICA,TERRENO PARA COMPLEJO DEPORTIVO ANTA,Cargando...,,NO DEFINIDO,NO DEFINIDO,,NO,NO,"-74,628564","-12,820662",,,,,,,,,,,,SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA COMPLEJO DEPORTIVO ANTA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,"PJE. ANTARACAY Y BARRIO HORNAPATA, BARRIO HORNAPATA - BARRIO PUCACCACCA, URB. CAMINO DE HERRADURA, SECTOR ANTA",22000,PARTIDA ELECTRÓNICA,2004604,SI,NO TIENE,UCR,PJE. ANTARACAY Y BARRIO HORNAPATA - BARRIO PUCACCACCA,TERRENO PARA COMPLEJO DEPORTIVO ANTA,TERRENO,22000,IPD,IPD,2004604,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO APLICA,MNTO,,,,,,,,,,,,,,,,,,,,,
090401,CASTROVIRREYNA,CASTROVIRREYNA,HUANCAVELICA,COMPLEJO DEPORTIVO CASTROVIRREYNA,INSTALACION DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"CAMPO DEPORTIVO DE FUTBOL, PISTA DE ATLETISMO","FUTBOL , ATLETISMO",SI,,"-75,31908566","-13,28853472",,NO,NO,SI,SI,SI,,,INADECUADO,PISTA DE ATLETISMO DE CEMENTO Y GRASS SINTETICO EN MALAS CONDICIONES,,,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COMPLEJO DEPORTIVO CASTROVIRREYNA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COMPLEJO DEPORTIVO,"AV. SAN MARTIN Y LA AV. LOS LIBERTADORES, SECTOR YURACCRUMI","37156,89",PARTIDA ELECTRÓNICA,2003809,SI,NO TIENE,UCR,SECTOR YURACCRUMI,COMPLEJO DEPORTIVO CASTROVIRREYNA,COMPLEJO DEPORTIVO,"37156,89",IPD,IPD,2003809,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL(SINTETICO)                                                                ● PISTA ATLETICA  (4 CARRILES)                                                ● LOSA MULTIUSO,REGULAR,,SIN ITSE,SI,MNTO,"SECTOR YURACCRUM, BARRIO DE CHACAPAMPA",COMPLEJO DEPORTIVO CASTROVIRREYNA,NO,REGIONES,JUAN CARLOS CHINEN,ARQUITECTO,07UM,37156.89,SIN ITSE,,SI,1000,"FUTBOL, ATLETISMO, VOLEY, BASQUET Y FUTSAL (GRASS SINTÉTICO)",CAMPO SINTÉTICO,"MTTO. DE VÍAS, MTTO. PISTA ATLETISMO Y MTTO DE CESPED.",-,SI HAY DIAGNOSTICO,2025,"1° RENOVACION INTEGRAL (IOARR), 2° ACABADOS Y AREAS RECREATIVAS,",2456510,
090401,CASTROVIRREYNA,CASTROVIRREYNA,HUANCAVELICA,COMPLEJO DEPORTIVO CASTROVIRREYNA,INSTALACION DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,CAMPO MENOR MULTIDEPORTIVO,"VOLEIBOL,BASQUETBOL",SI,,"-75,31908566","-13,28853472",,NO,NO,SI,SI,SI,,,INADECUADO,,,,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COMPLEJO DEPORTIVO CASTROVIRREYNA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COMPLEJO DEPORTIVO,"AV. SAN MARTIN Y LA AV. LOS LIBERTADORES, SECTOR YURACCRUMI","37156,89",PARTIDA ELECTRÓNICA,2003809,SI,NO TIENE,UCR,SECTOR YURACCRUMI,COMPLEJO DEPORTIVO CASTROVIRREYNA,COMPLEJO DEPORTIVO,"37156,89",IPD,IPD,2003809,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL(SINTETICO)                                                                ● PISTA ATLETICA  (4 CARRILES)                                                ● LOSA MULTIUSO,REGULAR,,SIN ITSE,SI,MNTO,"SECTOR YURACCRUM, BARRIO DE CHACAPAMPA",COMPLEJO DEPORTIVO CASTROVIRREYNA,NO,REGIONES,JUAN CARLOS CHINEN,ARQUITECTO,07UM,37156.89,SIN ITSE,,SI,1000,"FUTBOL, ATLETISMO, VOLEY, BASQUET Y FUTSAL (GRASS SINTÉTICO)",CAMPO SINTÉTICO,"MTTO. DE VÍAS, MTTO. PISTA ATLETISMO Y MTTO DE CESPED.",-,SI HAY DIAGNOSTICO,2025,"1° RENOVACION INTEGRAL (IOARR), 2° ACABADOS Y AREAS RECREATIVAS,",2456510,
090306,CONGALLA,ANGARAES,HUANCAVELICA,TERRENO PARA MINI COMPLEJO DEPORTIVO SAN PEDRO CONGALLA,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,NO,"-74,490773","-12,959731",,,,,,,,,,,,SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA MINI COMPLEJO DEPORTIVO SAN PEDRO CONGALLA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,ACCOPATA,"18095,26",PARTIDA ELECTRÓNICA,2003698,SI,NO TIENE,UCR,ACCOPATA,TERRENO PARA MINI COMPLEJO DEPORTIVO SAN PEDRO CONGALLA,TERRENO,"18095,26",IPD-DDH,IPD,2003698,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO APLICA,MNTO,,,,,,,,,,,,,,,,,,,,,
090309,JULCAMARCA,ANGARAES,HUANCAVELICA,TERRENO PARA COMPLEJO DEPORTIVO VILLA JULCAMARCA,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,NO,"-74,443647","-13,011924",,,,,,,,,,,,SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA COMPLEJO DEPORTIVO VILLA JULCAMARCA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,PREDIO URBANO AIRACCA,"22375,3",PARTIDA ELECTRÓNICA,P11085061,SI,NO TIENE,UCR,PREDIO URBANO AIRACCA,TERRENO PARA COMPLEJO DEPORTIVO VILLA JULCAMARCA,TERRENO,"22375,3",IPD-DDH,IPD,P11085061,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO APLICA,MNTO,,,,,,,,,,,,,,,,,,,,,
090106,HUACHOCOLPA,HUANCAVELICA,HUANCAVELICA,TERRENO PARA ESTADIO HUACHOCOLPA,INSTALACION DEPORTIVA DE COMPETENCIA,,NO DEFINIDO,NO DEFINIDO,,NO,NO,"-74,946346","-13,028738",,,,,,,,,,,,SIN CERCO PERIMETRICO. CON PELIGRO DE INVASION,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA ESTADIO HUACHOCOLPA,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,JR. SAN MARTIN S/N,"16674,91",PARTIDA ELECTRÓNICA,2002876,SI,NO TIENE,UCR,JR. SAN MARTIN S/N,TERRENO PARA ESTADIO HUACHOCOLPA,TERRENO,"16674,91",IPD,IPD,2002876,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO APLICA,MNTO,,,,,,,,,,,,,,,,,,,,,
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,TERRENO PARA COMPLEJO DEPORTIVO POBLADO PANTACHI NORTE,INSTALACION DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,NO,"-74,70689","-12,8341",,,,,,,,,,,,TERRENO PARA COMPLEJO DEPORTIVO POBLADO PANTACHI NORTE,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA COMPLEJO DEPORTIVO POBLADO PANTACHI NORTE,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,PREDIO URBANO SIMA POB. PANTACHI NORTE,"3594,45",PARTIDA ELECTRÓNICA,2001596,SI,NO TIENE,UCR,PREDIO URBANO SIMA POB. PANTACHI NORTE,TERRENO PARA COMPLEJO DEPORTIVO POBLADO PANTACHI NORTE,TERRENO,"3594,45",IPD,IPD,2001596,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO APLICA,MNTO,,,,,,,,,,,,,,,,,,,,,
100803,MOLINO,PACHITEA,HUANUCO,TERRENO PARA COMPLEJO DEPORTIVO LOS MOLINOS,INSTALACION DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,CAMPO DEPORTIVO FUTBOL ONCE,FUTBOL,SI,,"-76,04968412","-9,96798268",NO,NO,NO,NO,NO,NO,NO,,ADECUADO,EL CAMPO DE GRAS SINTETICO RECIEN NUEVA,NO CUENTA CON TRIBUNA POR FALTA DE TERRENO,TIENE CERCO SE REQUIERE PINTADO CADA ANO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO PARA COMPLEJO DEPORTIVO LOS MOLINOS,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,RICO PAMPA - MANZANO,"6964,7",PARTIDA ELECTRÓNICA,11051937,SI,NO TIENE,UCR,RICO PAMPA - MANZANO,TERRENO PARA COMPLEJO DEPORTIVO LOS MOLINOS,TERRENO,"6964,7",IPD,IPD,11051937,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,● CAMPO DE FUTBOL,REGULAR,,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
110201,CHINCHA /ALTA,CHINCHA,ICA,COLISEO CERRADO DE CHINCHA,INSTALACION DEPORTIVA DE COMPETENCIA,COLISEO,COLISEO,"CAMPO MENOR MULTIDEPORTIVO, CAMPO MENOR DE VOLEIBOL","VOLEIBOL, BASQUETBOL",SI,,"-76,12512489","-13,4213444",NO,SI,NO,SI,SI,SI,,,INADECUADO,"PREDIO UBICADO EN LA AV. BOM BOM CORONADO N°365 – CHINCHA, CUENTA CON CERCO PERIMETRICO, LOSA MULTIUSO, CAMPO PRINCIPAL.
SE TIENE CONOCIMIENTO QUE, SE ESTA REALIZANDO EL SERVICIO DE MANTENIMIENTO EN DICHA INSTALACION.","LAS TRIBUNAS PRESENTAN PROBLEMAS ESTRUCTURALES Y SANITARIOS SIGNIFICATIVOS, INCLUYENDO ESTRUCTURAS METALICAS OXIDADAS, MADERA ROTA, ASIENTOS EN MAL ESTADO, TUBERIAS CON FUGAS, Y TECHOS DANADOS. 
LA FALTA DE REPUESTOS PARA LAS TUBERIAS (INCLUSO URINARIOS DE DAMAS Y VARONES) Y LA DEGRADACION DE LOS TECHOS, QUE DEJAN AGUJEROS Y SE ESTAN CAYENDO, REQUIEREN UNA INTERVENCION URGENTE PARA ASEGURAR LA SEGURIDAD Y COMODIDAD DE LOS USUARIOS. POR ULTIMO, LA FALTA DE ILUMINARIAS.",SE REQUIERE TENER EN CUENTA LOS MANTNEIMIENTOS PARA TENER UN MEJOR SERVICO A LOS DEPORTISTAS.,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COLISEO CERRADO DE CHINCHA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COLISEO,Cargando...,"6564,3",PARTIDA ELECTRÓNICA,11010990,SI,NO TIENE,UCR,"AV. BOMBOM CORONADO S/N, URB. CHAVALINA Y MIQUILLA",COLISEO CERRADO DE CHINCHA,COLISEO,"6564,3",IPD,IPD,11010990,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO PRINCIPAL,MALO,,SIN ITSE,SI,MNTO,AV. BOMBOM CORONADO 11701,COLISEO CERRADO DE CHINCHA (MAURO MINA),NO,REGIONES,JUAN CARLOS CHINEN,ARQUITECTO,07UM,"1703553,00",SIN ITSE,,SI,5000,"BASQUET, VOLEY, BOXEO","OPERATIVO, CIERTAS ACTIVIDADES, ESTADO REGULAR","FALTA MTTO. EN LAS COBERTURAS, REHABILITACIÓN INTERNA Y EXTERNA. FALTA MTTO. EN TEMAS ESTRUCTURALES, SANITARIOS Y ELÉCTRICOS. CERCO PERIMÉTRICO COLAPSADO.",,SI HAY DIAGNOSTICO,2025,NO HAY PROYECTO,,
